TranID,Time,Price,Volume,SaleOrderVolume,BuyOrderVolume,Type,SaleOrderID,SaleOrderPrice,BuyOrderID,BuyOrderPrice
152807,09:25:00,7.54,100,2000,100,S,145433,7.54,127034,7.54
171745,09:30:00,7.54,500,2000,500,B,145433,7.54,171744,7.54
180899,09:30:00,7.53,100,100,1000,S,180898,7.53,61606,7.53
268834,09:30:07,7.54,200,2000,200,B,145433,7.54,268833,7.54
313569,09:30:41,7.54,1200,2000,1200,B,145433,7.54,313568,7.54
354479,09:31:09,7.55,500,500,500,B,350074,7.55,354478,7.55
366906,09:31:18,7.54,1000,1000,1000,S,366905,7.54,347013,7.54
438325,09:32:09,7.53,900,2700,1000,S,438324,7.53,61606,7.53
512193,09:32:59,7.53,900,2700,900,B,438324,7.53,512192,7.53
519075,09:33:04,7.53,900,2700,1000,B,438324,7.53,519074,7.53
528194,09:33:10,7.54,5800,11500,5800,B,426520,7.54,528193,7.54
531887,09:33:13,7.53,100,100,1000,S,531886,7.53,519074,7.53
542962,09:33:21,7.54,2800,11500,2800,B,426520,7.54,542961,7.54
547151,09:33:24,7.54,2900,11500,5400,B,426520,7.54,547150,7.54
548869,09:33:25,7.54,2500,2500,5400,S,548868,7.54,547150,7.54
571451,09:33:43,7.56,4000,4000,18000,B,319966,7.56,571450,7.57
571452,09:33:43,7.57,2000,2000,18000,B,3045,7.57,571450,7.57
603382,09:34:08,7.57,3000,3000,18000,S,603381,7.57,571450,7.57
611254,09:34:14,7.57,2700,2700,18000,S,611253,7.57,571450,7.57
619914,09:34:20,7.57,6300,8700,18000,S,619913,7.57,571450,7.57
619915,09:34:20,7.57,2400,8700,18000,S,619913,7.57,581526,7.57
643005,09:34:38,7.58,1000,1000,10000,B,39999,7.58,643004,7.58
643006,09:34:38,7.58,1000,1000,10000,B,578370,7.58,643004,7.58
643007,09:34:38,7.58,1000,1000,10000,B,591253,7.58,643004,7.58
643008,09:34:38,7.58,700,700,10000,B,621984,7.58,643004,7.58
643009,09:34:38,7.58,700,700,10000,B,640063,7.58,643004,7.58
643010,09:34:38,7.58,5000,5000,10000,B,640883,7.58,643004,7.58
648367,09:34:42,7.58,500,500,10000,S,648366,7.58,643004,7.58
651750,09:34:45,7.58,100,500,10000,S,651749,7.58,643004,7.58
651751,09:34:45,7.58,200,500,200,S,651749,7.58,650859,7.58
657408,09:34:49,7.58,200,500,5700,B,651749,7.58,657407,7.58
657409,09:34:49,7.58,200,200,5700,B,652303,7.58,657407,7.58
657410,09:34:49,7.58,5300,6100,5700,B,652337,7.58,657407,7.58
660336,09:34:52,7.58,800,6100,5000,B,652337,7.58,660335,7.58
660337,09:34:52,7.58,400,400,5000,B,652970,7.58,660335,7.58
667752,09:34:57,7.58,2400,2400,5000,S,667751,7.58,660335,7.58
681306,09:35:07,7.58,1400,5020,5000,S,681305,7.58,660335,7.58
692823,09:35:16,7.57,200,200,18000,S,692822,7.57,581526,7.57
707771,09:35:27,7.57,700,700,18000,S,707770,7.57,581526,7.57
710829,09:35:29,7.57,2000,2000,18000,S,710828,7.57,581526,7.57
720018,09:35:36,7.57,1000,1000,18000,S,720017,7.57,581526,7.57
724308,09:35:39,7.57,6700,6700,18000,S,724307,7.57,581526,7.57
727242,09:35:42,7.57,2000,2000,18000,S,727241,7.57,581526,7.57
731500,09:35:45,7.57,1000,1000,18000,S,731499,7.57,581526,7.57
734816,09:35:47,7.57,2000,2700,18000,S,734815,7.57,581526,7.57
759976,09:36:06,7.57,400,2700,400,B,734815,7.57,759975,7.57
761799,09:36:07,7.57,300,2700,2300,B,734815,7.57,761798,7.57
761800,09:36:07,7.57,2000,2000,2300,B,744997,7.57,761798,7.57
797477,09:36:34,7.57,400,1200,400,B,786283,7.57,797476,7.57
805632,09:36:41,7.57,800,1200,3600,B,786283,7.57,805631,7.57
831183,09:37:01,7.58,700,5020,700,B,681305,7.58,831182,7.58
868793,09:37:32,7.57,600,600,3600,S,868792,7.57,805631,7.57
870958,09:37:34,7.58,2000,5020,2000,B,681305,7.58,870957,7.58
881154,09:37:42,7.57,2100,2100,3600,S,881153,7.57,805631,7.57
891668,09:37:51,7.58,200,5020,200,B,681305,7.58,891667,7.58
893066,09:37:53,7.58,720,5020,8520,B,681305,7.58,893065,7.58
893067,09:37:53,7.58,700,700,8520,B,712489,7.58,893065,7.58
893068,09:37:53,7.58,1300,1300,8520,B,715065,7.58,893065,7.58
893069,09:37:53,7.58,5000,5000,8520,B,718099,7.58,893065,7.58
893070,09:37:53,7.58,500,500,8520,B,721412,7.58,893065,7.58
910784,09:38:07,7.59,400,1700,400,B,167223,7.59,910783,7.59
911373,09:38:08,7.59,1300,1700,10000,B,167223,7.59,911372,7.59
911374,09:38:08,7.59,5000,5000,10000,B,489673,7.59,911372,7.59
911375,09:38:08,7.59,3700,4900,10000,B,673262,7.59,911372,7.59
915527,09:38:10,7.58,300,300,8520,S,915526,7.58,893065,7.58
921116,09:38:14,7.59,1200,4900,5000,B,673262,7.59,921115,7.59
926503,09:38:18,7.6,1000,1000,20000,B,15725,7.6,926502,7.6
926504,09:38:18,7.6,4600,4600,20000,B,254529,7.6,926502,7.6
926505,09:38:18,7.6,3100,3100,20000,B,595461,7.6,926502,7.6
930767,09:38:21,7.6,2800,2800,20000,S,930766,7.6,926502,7.6
938200,09:38:26,7.61,500,500,600,B,15750,7.61,938199,7.61
982839,09:38:57,7.61,100,500,600,S,982838,7.61,938199,7.61
1008836,09:39:17,7.61,400,500,2800,B,982838,7.61,1008835,7.62
1008837,09:39:17,7.61,500,500,2800,B,1004451,7.61,1008835,7.62
1008838,09:39:17,7.62,1000,1000,2800,B,15729,7.62,1008835,7.62
1008839,09:39:17,7.62,600,600,2800,B,134138,7.62,1008835,7.62
1008840,09:39:17,7.62,300,2800,2800,B,238463,7.62,1008835,7.62
1017992,09:39:25,7.61,200,200,500,B,1009338,7.61,1017991,7.61
1020028,09:39:27,7.61,300,2000,500,S,1020027,7.61,1017991,7.61
1028731,09:39:34,7.61,1700,2000,5000,B,1020027,7.61,1028730,7.62
1028732,09:39:34,7.62,2500,2800,5000,B,238463,7.62,1028730,7.62
1028733,09:39:34,7.62,800,1000,5000,B,905699,7.62,1028730,7.62
1039955,09:39:43,7.61,500,1000,500,B,1037364,7.61,1039954,7.61
1063813,09:40:02,7.6,8500,8900,20000,S,1063812,7.6,926502,7.6
1063814,09:40:02,7.6,300,8900,300,S,1063812,7.6,933084,7.6
1063815,09:40:02,7.6,100,8900,100,S,1063812,7.6,1003593,7.6
1068224,09:40:05,7.59,1200,1200,5000,S,1068223,7.59,921115,7.59
1105449,09:40:36,7.59,2600,5700,5000,S,1105448,7.59,921115,7.59
1105450,09:40:36,7.59,3100,5700,7000,S,1105448,7.59,987102,7.59
1130431,09:40:58,7.6,1200,1200,2000,B,1114554,7.6,1130430,7.6
1134527,09:41:02,7.6,800,800,2000,S,1134526,7.6,1130430,7.6
1136959,09:41:04,7.59,3900,3900,7000,S,1136958,7.59,987102,7.59
1155560,09:41:20,7.59,300,300,300,S,1155559,7.59,1152928,7.59
1169746,09:41:33,7.6,300,300,300,S,1169745,7.6,1169731,7.6
1237766,09:42:34,7.6,200,200,2100,B,1211303,7.6,1237765,7.6
1237767,09:42:34,7.6,1000,1000,2100,B,1221505,7.6,1237765,7.6
1237768,09:42:34,7.6,900,2000,2100,B,1229175,7.6,1237765,7.6
1251446,09:42:47,7.6,600,2000,600,B,1229175,7.6,1251445,7.6
1269444,09:43:04,7.6,500,2000,700,B,1229175,7.6,1269443,7.6
1269445,09:43:04,7.6,200,300,700,B,1251373,7.6,1269443,7.6
1310607,09:43:45,7.59,1000,1000,2600,S,1310606,7.59,1189891,7.59
1310616,09:43:45,7.59,1600,2900,2600,S,1310615,7.59,1189891,7.59
1310617,09:43:45,7.59,300,2900,300,S,1310615,7.59,1190107,7.59
1310618,09:43:45,7.59,1000,2900,1000,S,1310615,7.59,1221472,7.59
1316837,09:43:52,7.58,700,700,8000,S,1316836,7.58,996343,7.58
1413955,09:45:32,7.58,5000,5000,8000,S,1413954,7.58,996343,7.58
1420861,09:45:39,7.59,500,500,1000,B,1317117,7.59,1420860,7.59
1420862,09:45:39,7.59,300,300,1000,B,1331109,7.59,1420860,7.59
1420863,09:45:39,7.59,200,1000,1000,B,1395182,7.59,1420860,7.59
1466692,09:46:28,7.59,600,1000,600,B,1395182,7.59,1466691,7.59
1471278,09:46:33,7.58,2300,2500,8000,S,1471277,7.58,996343,7.58
1471279,09:46:33,7.58,200,2500,10000,S,1471277,7.58,1376349,7.58
1471281,09:46:33,7.58,2300,2300,10000,S,1471280,7.58,1376349,7.58
1471285,09:46:33,7.58,2300,2300,10000,S,1471284,7.58,1376349,7.58
1473611,09:46:35,7.59,200,1000,1500,B,1395182,7.59,1473610,7.59
1473612,09:46:35,7.59,900,900,1500,B,1414120,7.59,1473610,7.59
1473613,09:46:35,7.59,400,2200,1500,B,1453715,7.59,1473610,7.59
1524792,09:47:36,7.58,4700,4700,10000,S,1524791,7.58,1376349,7.58
1539605,09:47:53,7.58,500,1000,10000,S,1539604,7.58,1376349,7.58
1539606,09:47:53,7.58,500,1000,2000,S,1539604,7.58,1508671,7.58
1581265,09:48:46,7.58,800,800,2000,S,1581264,7.58,1508671,7.58
1601087,09:49:11,7.58,700,10000,2000,S,1601086,7.58,1508671,7.58
1601088,09:49:11,7.58,1300,10000,1300,S,1601086,7.58,1576004,7.58
1601089,09:49:11,7.58,1000,10000,1000,S,1601086,7.58,1597196,7.58
1620945,09:49:37,7.58,1500,10000,1500,B,1601086,7.58,1620944,7.58
1660319,09:50:26,7.58,600,10000,600,B,1601086,7.58,1660318,7.58
1670985,09:50:38,7.58,300,10000,300,B,1601086,7.58,1670984,7.58
1702513,09:51:14,7.57,100,100,3600,S,1702512,7.57,805631,7.57
1719942,09:51:35,7.58,4600,10000,5000,B,1601086,7.58,1719941,7.58
1719943,09:51:35,7.58,400,1700,5000,B,1617530,7.58,1719941,7.58
1736565,09:51:55,7.58,1300,1700,3100,B,1617530,7.58,1736564,7.58
1736566,09:51:55,7.58,600,600,3100,B,1645446,7.58,1736564,7.58
1736567,09:51:55,7.58,1000,1000,3100,B,1689169,7.58,1736564,7.58
1736568,09:51:55,7.58,200,200,3100,B,1694039,7.58,1736564,7.58
1779163,09:52:47,7.59,1800,2200,1800,B,1453715,7.59,1779162,7.59
1788753,09:52:59,7.59,5000,5000,5000,B,1470170,7.59,1788752,7.59
1789052,09:52:59,7.59,3400,3400,9500,B,1507602,7.59,1789051,7.59
1789053,09:52:59,7.59,200,200,9500,B,1529499,7.59,1789051,7.59
1789054,09:52:59,7.59,4100,4100,9500,B,1540541,7.59,1789051,7.59
1789055,09:52:59,7.59,1800,1800,9500,B,1565960,7.59,1789051,7.59
1798685,09:53:09,7.6,100,300,1600,B,1251373,7.6,1798684,7.6
1798686,09:53:09,7.6,1500,5000,1600,B,1271901,7.6,1798684,7.6
1805288,09:53:17,7.59,1500,6700,1500,B,1800569,7.59,1805287,7.59
1809125,09:53:22,7.59,3200,6700,3200,B,1800569,7.59,1809124,7.59
1811185,09:53:24,7.59,2000,6700,2000,B,1800569,7.59,1811184,7.59
1826492,09:53:42,7.6,3000,5000,3000,B,1271901,7.6,1826491,7.6
1832715,09:53:49,7.6,500,5000,1800,B,1271901,7.6,1832714,7.6
1832716,09:53:49,7.6,1300,13300,1800,B,1471169,7.6,1832714,7.6
1837576,09:53:55,7.6,12000,13300,17100,B,1471169,7.6,1837575,7.6
1837577,09:53:55,7.6,2000,2000,17100,B,1808621,7.6,1837575,7.6
1837580,09:53:55,7.6,3100,10300,17100,S,1837579,7.6,1837575,7.6
1839505,09:53:57,7.6,5300,10300,5300,B,1837579,7.6,1839504,7.6
1844845,09:54:04,7.6,1900,10300,1900,B,1837579,7.6,1844844,7.6
1855657,09:54:17,7.61,500,1000,3200,B,1037364,7.61,1855656,7.61
1855658,09:54:17,7.61,700,700,3200,B,1049514,7.61,1855656,7.61
1855659,09:54:17,7.61,500,500,3200,B,1061549,7.61,1855656,7.61
1855660,09:54:17,7.61,1000,1000,3200,B,1075511,7.61,1855656,7.61
1855661,09:54:17,7.61,500,700,3200,B,1095824,7.61,1855656,7.61
1859343,09:54:21,7.61,200,700,1700,B,1095824,7.61,1859342,7.61
1859344,09:54:21,7.61,300,300,1700,B,1238558,7.61,1859342,7.61
1859345,09:54:21,7.61,1200,1400,1700,B,1352254,7.61,1859342,7.61
1867767,09:54:31,7.61,200,1400,600,B,1352254,7.61,1867766,7.61
1867768,09:54:31,7.61,400,10000,600,B,1810146,7.61,1867766,7.61
1872741,09:54:37,7.61,8000,10000,8000,B,1810146,7.61,1872740,7.61
1873200,09:54:38,7.59,600,600,1500,S,1873199,7.59,1861178,7.59
1880095,09:54:46,7.59,400,400,1500,S,1880094,7.59,1861178,7.59
1884876,09:54:52,7.59,500,500,1500,S,1884875,7.59,1861178,7.59
1907795,09:55:21,7.6,3000,7000,3000,B,1880628,7.6,1907794,7.6
1908528,09:55:22,7.6,1700,7000,1700,B,1880628,7.6,1908527,7.6
1924738,09:55:43,7.6,2300,7000,5200,B,1880628,7.6,1924737,7.61
1924739,09:55:43,7.61,1600,10000,5200,B,1810146,7.61,1924737,7.61
1924740,09:55:43,7.61,100,100,5200,B,1872625,7.61,1924737,7.61
1924741,09:55:43,7.61,1200,2400,5200,B,1906288,7.61,1924737,7.61
1930942,09:55:51,7.59,2000,23100,2000,S,1930941,7.59,1869681,7.59
1930943,09:55:51,7.59,5300,23100,5300,S,1930941,7.59,1928019,7.59
1937985,09:56:00,7.59,15800,23100,30000,B,1930941,7.59,1937984,7.6
1937986,09:56:00,7.6,14200,65000,30000,B,1930937,7.6,1937984,7.6
1956043,09:56:23,7.6,3600,65000,3600,B,1930937,7.6,1956042,7.6
1956050,09:56:23,7.59,200,500,200,S,1956049,7.59,1938600,7.59
1960152,09:56:29,7.59,300,500,300,B,1956049,7.59,1960151,7.59
1977728,09:56:53,7.6,3900,65000,3900,B,1930937,7.6,1977727,7.6
1978117,09:56:54,7.6,500,65000,500,B,1930937,7.6,1978116,7.6
1989977,09:57:11,7.6,1800,65000,1800,B,1930937,7.6,1989976,7.6
1999094,09:57:24,7.6,3700,65000,3700,B,1930937,7.6,1999093,7.6
2005338,09:57:33,7.6,400,65000,400,B,1930937,7.6,2005337,7.6
2009819,09:57:40,7.6,5600,65000,5600,B,1930937,7.6,2009818,7.6
2013842,09:57:45,7.59,2600,2600,3000,S,2013841,7.59,1969375,7.59
2022745,09:57:57,7.59,400,1000,3000,S,2022744,7.59,1969375,7.59
2022746,09:57:57,7.59,600,1000,700,S,2022744,7.59,1971569,7.59
2028306,09:58:04,7.59,100,6700,700,S,2028305,7.59,1971569,7.59
2028307,09:58:04,7.59,5200,6700,5200,S,2028305,7.59,1980474,7.59
2028308,09:58:04,7.59,1200,6700,1200,S,2028305,7.59,1981271,7.59
2028309,09:58:04,7.59,200,6700,1000,S,2028305,7.59,1992128,7.59
2046619,09:58:29,7.6,3400,65000,3400,B,1930937,7.6,2046618,7.6
2054560,09:58:39,7.6,5400,65000,5400,B,1930937,7.6,2054559,7.6
2072920,09:59:01,7.6,22500,65000,23200,B,1930937,7.6,2072919,7.6
2072921,09:59:01,7.6,500,500,23200,B,2009211,7.6,2072919,7.6
2072922,09:59:01,7.6,200,200,23200,B,2072647,7.6,2072919,7.6
2097840,09:59:31,7.61,1200,2400,3400,B,1906288,7.61,2097839,7.61
2097841,09:59:31,7.61,1000,1000,3400,B,1907178,7.61,2097839,7.61
2097842,09:59:31,7.61,1200,1700,3400,B,1917166,7.61,2097839,7.61
2105738,09:59:41,7.6,1800,1800,5300,S,2105737,7.6,2080604,7.6
2110187,09:59:47,7.6,2000,2000,5300,S,2110186,7.6,2080604,7.6
2110779,09:59:48,7.61,100,1700,100,B,1917166,7.61,2110778,7.61
2112888,09:59:50,7.61,400,1700,5300,B,1917166,7.61,2112887,7.61
2112889,09:59:50,7.61,3000,3000,5300,B,1920165,7.61,2112887,7.61
2112890,09:59:50,7.61,1900,2000,5300,B,1926640,7.61,2112887,7.61
2113156,09:59:51,7.6,1500,1500,5300,S,2113155,7.6,2080604,7.6
2115985,09:59:54,7.61,100,2000,2000,B,1926640,7.61,2115984,7.61
2115986,09:59:54,7.61,1900,7000,2000,B,1967186,7.61,2115984,7.61
2118134,09:59:57,7.61,5100,7000,5100,B,1967186,7.61,2118133,7.61
2153501,10:00:35,7.62,200,1000,3400,B,905699,7.62,2153500,7.62
2153502,10:00:35,7.62,2000,2000,3400,B,1024567,7.62,2153500,7.62
2153503,10:00:35,7.62,1000,1000,3400,B,1117264,7.62,2153500,7.62
2153504,10:00:35,7.62,200,1000,3400,B,1131573,7.62,2153500,7.62
2158787,10:00:41,7.62,800,1000,1700,B,1131573,7.62,2158786,7.62
2158788,10:00:41,7.62,300,300,1700,B,1180676,7.62,2158786,7.62
2158789,10:00:41,7.62,600,1000,1700,B,1258281,7.62,2158786,7.62
2165729,10:00:49,7.62,400,1000,6900,B,1258281,7.62,2165728,7.62
2165730,10:00:49,7.62,2000,2000,6900,B,1338336,7.62,2165728,7.62
2165731,10:00:49,7.62,1700,1700,6900,B,1979605,7.62,2165728,7.62
2165732,10:00:49,7.62,200,200,6900,B,2153252,7.62,2165728,7.62
2165733,10:00:49,7.62,200,200,6900,B,2158389,7.62,2165728,7.62
2166498,10:00:50,7.63,500,500,1800,B,15751,7.63,2166497,7.63
2166499,10:00:50,7.63,800,800,1800,B,80860,7.63,2166497,7.63
2166500,10:00:50,7.63,500,2000,1800,B,122795,7.63,2166497,7.63
2167219,10:00:50,7.62,1300,1300,6900,S,2167218,7.62,2165728,7.62
2174170,10:00:59,7.62,500,500,6900,S,2174169,7.62,2165728,7.62
2175730,10:01:01,7.63,1500,2000,25000,B,122795,7.63,2175729,7.63
2175731,10:01:01,7.63,1000,1000,25000,B,178014,7.63,2175729,7.63
2175732,10:01:01,7.63,700,700,25000,B,961241,7.63,2175729,7.63
2175733,10:01:01,7.63,4000,4000,25000,B,1021543,7.63,2175729,7.63
2175734,10:01:01,7.63,3000,3000,25000,B,1112725,7.63,2175729,7.63
