TranID,Time,Price,Volume,SaleOrderVolume,BuyOrderVolume,Type,SaleOrderID,SaleOrderPrice,BuyOrderID,BuyOrderPrice
232806,09:30:01,7.57,2000,2000,8500,S,232805,7.57,223817,7.57
245219,09:30:02,7.57,1500,1500,8500,S,245218,7.57,223817,7.57
254087,09:30:02,7.57,5000,5000,8500,S,254086,7.57,223817,7.57
309746,09:30:23,7.56,600,600,1000,S,309745,7.56,38770,7.56
352662,09:30:50,7.56,400,500,1000,S,352661,7.56,38770,7.56
371169,09:31:02,7.55,1000,1600,1000,S,371168,7.55,38772,7.55
371170,09:31:02,7.55,600,1600,4000,S,371168,7.55,97891,7.55
382274,09:31:08,7.56,100,500,1000,B,352661,7.56,382273,7.56
382275,09:31:08,7.56,400,400,1000,B,367191,7.56,382273,7.56
405558,09:31:22,7.57,400,400,28600,B,342417,7.57,405557,7.57
405559,09:31:22,7.57,900,900,28600,B,401569,7.57,405557,7.57
447442,09:31:46,7.58,3800,6800,3800,B,169800,7.58,447441,7.58
459503,09:31:53,7.58,600,6800,600,B,169800,7.58,459502,7.58
474752,09:32:02,7.57,1400,1400,28600,S,474751,7.57,405557,7.57
475732,09:32:03,7.57,6000,6000,28600,S,475731,7.57,405557,7.57
482054,09:32:06,7.57,5000,5000,28600,S,482053,7.57,405557,7.57
484812,09:32:08,7.57,5900,5900,28600,S,484811,7.57,405557,7.57
485203,09:32:08,7.57,8300,8300,28600,S,485202,7.57,405557,7.57
492327,09:32:12,7.57,700,7100,28600,S,492326,7.57,405557,7.57
528480,09:32:34,7.56,500,12700,1000,S,528479,7.55,382273,7.56
528481,09:32:34,7.55,3400,12700,4000,S,528479,7.55,97891,7.55
528482,09:32:34,7.55,100,12700,100,S,528479,7.55,448301,7.55
528521,09:32:34,7.55,200,12700,200,B,528479,7.55,528520,7.55
562985,09:32:57,7.54,700,700,7300,S,562984,7.54,539974,7.54
565370,09:32:58,7.55,8500,12700,13500,B,528479,7.55,565369,7.55
565371,09:32:58,7.55,5000,11000,13500,B,540746,7.55,565369,7.55
570449,09:33:02,7.55,800,11000,800,B,540746,7.55,570448,7.55
573447,09:33:04,7.55,500,11000,500,B,540746,7.55,573446,7.55
582920,09:33:09,7.55,900,11000,900,B,540746,7.55,582919,7.55
591549,09:33:15,7.55,600,11000,600,B,540746,7.55,591548,7.55
597093,09:33:18,7.54,2000,2000,7300,S,597092,7.54,539974,7.54
612992,09:33:28,7.55,1200,11000,1200,B,540746,7.55,612991,7.55
625054,09:33:35,7.55,2000,11000,3000,B,540746,7.55,625053,7.55
648134,09:33:48,7.55,1000,3000,3000,S,648133,7.55,625053,7.55
648135,09:33:48,7.55,1000,3000,1000,S,648133,7.55,627833,7.55
648136,09:33:48,7.55,1000,3000,1000,S,648133,7.55,632257,7.55
664866,09:33:57,7.55,500,6200,500,S,664865,7.54,649382,7.55
664867,09:33:57,7.54,4600,6200,7300,S,664865,7.54,539974,7.54
664868,09:33:57,7.54,1000,6200,1000,S,664865,7.54,559250,7.54
664869,09:33:57,7.54,100,6200,1500,S,664865,7.54,566520,7.54
745042,09:34:47,7.54,100,100,1500,S,745041,7.54,566520,7.54
749348,09:34:50,7.54,800,800,1500,S,749347,7.54,566520,7.54
767018,09:35:03,7.54,500,1600,1500,S,767017,7.54,566520,7.54
767019,09:35:03,7.54,500,1600,500,S,767017,7.54,606739,7.54
767020,09:35:03,7.54,600,1600,2500,S,767017,7.54,610364,7.54
793206,09:35:21,7.55,300,300,300,B,697340,7.55,793205,7.55
819646,09:35:37,7.54,1900,14500,2500,S,819645,7.54,610364,7.54
819647,09:35:37,7.54,1000,14500,1000,S,819645,7.54,777237,7.54
819648,09:35:37,7.54,1300,14500,1300,S,819645,7.54,803837,7.54
837910,09:35:48,7.54,300,14500,300,B,819645,7.54,837909,7.54
858829,09:36:01,7.54,500,14500,500,B,819645,7.54,858828,7.54
860253,09:36:02,7.54,9500,14500,9500,B,819645,7.54,860252,7.54
872017,09:36:10,7.54,400,400,1700,S,872016,7.54,867507,7.54
879337,09:36:15,7.55,700,700,5000,B,726067,7.55,879336,7.55
879338,09:36:15,7.55,3600,3600,5000,B,788142,7.55,879336,7.55
900873,09:36:29,7.56,2000,2000,2000,B,871013,7.56,900872,7.56
932177,09:36:50,7.55,700,10000,5000,S,932176,7.55,879336,7.55
932178,09:36:50,7.55,1000,10000,1000,S,932176,7.55,925112,7.55
932179,09:36:50,7.55,2000,10000,2000,S,932176,7.55,930551,7.55
941603,09:36:57,7.54,200,200,1700,S,941602,7.54,867507,7.54
946561,09:37:00,7.55,6300,10000,8700,B,932176,7.55,946560,7.55
983280,09:37:25,7.57,6400,7100,8900,B,492326,7.57,983279,7.57
986325,09:37:28,7.57,2500,2500,8900,S,986324,7.57,983279,7.57
1009238,09:37:43,7.56,1000,1000,1000,S,1009237,7.56,998433,7.56
1018061,09:37:49,7.58,500,6800,500,B,169800,7.58,1018060,7.58
1039402,09:38:03,7.57,300,300,4500,S,1039401,7.57,1028782,7.57
1039858,09:38:04,7.57,400,400,4500,S,1039857,7.57,1028782,7.57
1046725,09:38:08,7.57,1400,1400,4500,S,1046724,7.57,1028782,7.57
1048061,09:38:09,7.57,1600,1600,4500,S,1048060,7.57,1028782,7.57
1048172,09:38:09,7.57,800,800,4500,S,1048171,7.57,1028782,7.57
1067108,09:38:24,7.56,1000,1700,1000,S,1067107,7.55,1009167,7.56
1067109,09:38:24,7.55,700,1700,8700,S,1067107,7.55,946560,7.55
1070014,09:38:26,7.56,1100,2300,1100,S,1070013,7.56,1069011,7.56
1084290,09:38:38,7.56,1000,2300,1000,B,1070013,7.56,1084289,7.56
1087923,09:38:41,7.55,1700,10000,8700,S,1087922,7.55,946560,7.55
1087924,09:38:41,7.55,8300,10000,10000,S,1087922,7.55,946572,7.55
1101397,09:38:52,7.55,1700,4000,10000,S,1101396,7.55,946572,7.55
1101398,09:38:52,7.55,500,4000,500,S,1101396,7.55,958793,7.55
1101399,09:38:52,7.55,1800,4000,2000,S,1101396,7.55,988701,7.55
1104330,09:38:55,7.55,200,200,2000,S,1104329,7.55,988701,7.55
1113607,09:39:03,7.55,1000,4000,1000,S,1113606,7.55,989860,7.55
1113608,09:39:03,7.55,500,4000,500,S,1113606,7.55,1026207,7.55
1113609,09:39:03,7.55,2500,4000,5000,S,1113606,7.55,1056324,7.55
1121638,09:39:10,7.56,200,2300,200,B,1070013,7.56,1121637,7.56
1152015,09:39:36,7.56,756,3056,756,B,1137868,7.56,1152013,7.56
1163050,09:39:46,7.55,2500,10000,5000,S,1163049,7.55,1056324,7.55
1163051,09:39:46,7.55,7500,10000,10000,S,1163049,7.55,1106709,7.55
1173432,09:39:56,7.55,2500,3000,10000,S,1173431,7.55,1106709,7.55
1173433,09:39:56,7.55,500,3000,1000,S,1173431,7.55,1129983,7.55
1174601,09:39:57,7.56,800,3056,800,B,1137868,7.56,1174600,7.56
1186505,09:40:07,7.55,200,200,1000,S,1186504,7.55,1129983,7.55
1194662,09:40:13,7.55,300,900,1000,S,1194661,7.55,1129983,7.55
1194663,09:40:13,7.55,600,900,6600,S,1194661,7.55,1193211,7.55
1223637,09:40:35,7.56,1500,3056,1500,B,1137868,7.56,1223636,7.56
1232466,09:40:41,7.55,2000,2000,6600,S,1232465,7.55,1193211,7.55
1247032,09:40:53,7.55,200,200,6600,S,1247031,7.55,1193211,7.55
1260655,09:41:04,7.55,3800,4500,6600,S,1260654,7.55,1193211,7.55
1260656,09:41:04,7.55,500,4500,500,S,1260654,7.55,1218565,7.55
1281264,09:41:22,7.55,200,4500,10000,B,1260654,7.55,1281263,7.55
1281265,09:41:22,7.55,7000,7000,10000,B,1261125,7.55,1281263,7.55
1281266,09:41:22,7.55,600,600,10000,B,1263055,7.55,1281263,7.55
1281267,09:41:22,7.55,2200,4000,10000,B,1273594,7.55,1281263,7.55
1299343,09:41:39,7.55,400,4000,400,B,1273594,7.55,1299342,7.55
1334741,09:42:14,7.55,1000,4000,1000,B,1273594,7.55,1334740,7.55
1335191,09:42:14,7.54,1100,7000,1700,S,1335190,7.54,867507,7.54
1335192,09:42:14,7.54,2000,7000,2000,S,1335190,7.54,871271,7.54
1335193,09:42:14,7.54,500,7000,500,S,1335190,7.54,931455,7.54
1335194,09:42:14,7.54,3000,7000,3000,S,1335190,7.54,1311883,7.54
1335195,09:42:14,7.54,400,7000,600,S,1335190,7.54,1315880,7.54
1338836,09:42:17,7.54,200,600,600,S,1338835,7.54,1315880,7.54
